scenario_id,family_id,terminal_state,q_code,candidate_action_label,action_sequence,parameter_policy,rationale,confidence,label_status
61f28be826c1,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
cb1f625f6b67,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
74a0ca0ce83a,F15,REPAIR,,REPAIR_F15_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
dc70b26ddba5,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
5c42cdd31b37,F15,REPAIR,,REPAIR_F15_BLQ_CMTM,parse_source -> canonicalize_blq -> assign_cmt_multi -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_with_rules""}",auto-derived per v5.1 label rules,HIGH,draft
8afa021c8653,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
7f47b00c991b,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
efe2baa9d789,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
124c01eb804c,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
9f45e989f635,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
43e3a8180ffb,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
15d06b1e4628,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
e674894967ea,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
a234a0d633f2,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
08865c86abc4,F15,AUTO,,AUTO_F15_MAB,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
511c449c4fed,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
503faa381d26,F15,REPAIR,,REPAIR_F15_CMTM,parse_source -> assign_cmt_multi -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""multi_with_rules""}",auto-derived per v5.1 label rules,HIGH,draft
68d95fe05a66,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
4e83a014c154,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
99ba1a5b7bfe,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
f17f276c7b54,F15,REPAIR,,REPAIR_F15_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
a629439cf1ab,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
ff3d0e44c878,F15,REPAIR,,REPAIR_F15_BLQ_CMTM,parse_source -> canonicalize_blq -> assign_cmt_multi -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_with_rules""}",auto-derived per v5.1 label rules,HIGH,draft
795d8c229007,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
869a63c9958b,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
1ff40a5b64ed,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
3bb42e79de0e,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
31df1e18d1d4,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b3e1b08e0f2e,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b064ffa81a31,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
8d30d05af794,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
dc46bcd92335,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
968ebf9d8158,F15,AUTO,,AUTO_F15_MAB,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
7bd51abb9c65,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
7597474d423c,F15,REPAIR,,REPAIR_F15_CMTM,parse_source -> assign_cmt_multi -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""multi_with_rules""}",auto-derived per v5.1 label rules,HIGH,draft
a890530f8ffb,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
b6766d615636,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
0d891fef93bd,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
fa493f1b4efd,F15,REPAIR,,REPAIR_F15_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
d33cbc1493e4,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
d5a2dfb46bf3,F15,REPAIR,,REPAIR_F15_BLQ_CMTM,parse_source -> canonicalize_blq -> assign_cmt_multi -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_with_rules""}",auto-derived per v5.1 label rules,HIGH,draft
26acd8b153d8,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
45183146458c,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
a48a079ade94,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
9c9a08746d39,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
50d8bfc93185,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
b1c7fbe4b203,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
e5cc24262047,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
cd3209e81aa8,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
144d6024bee4,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
a003a71dbc24,F15,AUTO,,AUTO_F15_ADC,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
29177c56dc65,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
7a46ecd25a99,F24,REPAIR,,REPAIR_F24_CMTROLE,parse_source -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""TOTAL_ANTIBODY|CONJUGATED_ADC|UNCONJUGATED_PAYLOAD"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
f9edf6281579,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
d5a29ec94fc2,F24,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
a0dc41328651,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
6fe3c84af6ff,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
fb523083ec14,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
ea5d521ee646,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
e869bf59204a,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
e478f2a438ad,F15,REPAIR,,REPAIR_F15_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
41faebb202ac,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
15c428247d6d,F24,REPAIR,,REPAIR_F24_BLQ_CMTROLE,parse_source -> canonicalize_blq -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""TOTAL_ANTIBODY|CONJUGATED_ADC|UNCONJUGATED_PAYLOAD"", ""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
45c984c30ff5,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
94a2de99ade3,F24,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
62a7d2a11bde,F24,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
6ec9d4a760f5,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
5a6613fc1571,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
5637a87385af,F22,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
a0ec0f0cf7e8,F22,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
ec1024c0e0b7,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
1454fbe17395,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
decb0460fc62,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
624c30e61705,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
bcd7330eb223,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
66f9f2ed762b,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
89753d0da5a0,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
ba8aa44cad82,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
c12898401f0e,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
e1bef3e6356e,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
e447c03f8eb9,F15,AUTO,,AUTO_F15_ADC,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
a086fdb59743,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
b65c0e863751,F24,REPAIR,,REPAIR_F24_CMTROLE,parse_source -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""TOTAL_ANTIBODY|CONJUGATED_ADC|UNCONJUGATED_PAYLOAD"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
f751db277e18,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
37a7abff37fa,F24,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
9bcb28b219e1,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
4ad1ed68f000,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
df727501e9d1,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
4fad31d9e429,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
08c16e8c215c,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
9e1e585eeea6,F15,REPAIR,,REPAIR_F15_BLQ,parse_source -> canonicalize_blq -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3""}",auto-derived per v5.1 label rules,HIGH,draft
d23a930885ce,F15,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
4173886cc19c,F24,REPAIR,,REPAIR_F24_BLQ_CMTROLE,parse_source -> canonicalize_blq -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""TOTAL_ANTIBODY|CONJUGATED_ADC|UNCONJUGATED_PAYLOAD"", ""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
1d2b7ae3ada9,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
86f9fae34025,F24,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
a134c1ca49b8,F24,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
8447aec3259e,F22,REPAIR,,REPAIR_F22_BLQ_DDIVP,parse_source -> canonicalize_blq -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""blq_handling_policy"": ""M3"", ""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
7841ceccd322,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
fcbdfd5ed676,F22,QUARANTINE,Q15B,QUARANTINE_ADDL_CONFLICT_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
1d3dbcbf1363,F22,QUARANTINE,Q16,QUARANTINE_ADDL_CONFLICT_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
3bfaf426b021,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
0c17b96aa23e,F15,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
988aa5120b76,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
74763a867359,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
250c3f2933d8,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
ce95fc7edc10,F24,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
ab98b2474a5f,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
011c624572e4,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
397d38854c13,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
c67de1f76aab,F22,QUARANTINE,Q15A,QUARANTINE_BIO_FINAL_FLAG_Q15A,parse_source -> flag_quarantine,"{""q_code"": ""Q15A""}",auto-derived per v5.1 label rules,HIGH,draft
5ccc0f2133f2,F15,AUTO,,AUTO_F15_BISPECIFIC,parse_source -> assign_cmt_single -> assign_evid -> sort_records -> export_nonmem_ready,{},auto-derived per v5.1 label rules,HIGH,draft
552c1a12bf80,F15,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
8b226299d4f8,F25,REPAIR,,REPAIR_F25_CMTROLE,parse_source -> assign_cmt_with_analyte_role -> assign_evid -> sort_records -> export_nonmem_ready,"{""analyte_role_declaration"": ""PARENT|SOLUBLE_TARGET|DRUG_TARGET_COMPLEX"", ""cmt_analyte_policy"": ""multi_analyte_role_tagged""}",auto-derived per v5.1 label rules,HIGH,draft
fdfec3cda36f,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
2dd93b6b11b1,F25,QUARANTINE,Q15B,QUARANTINE_LEGACY_FLAG_UNDOC_Q15B,parse_source -> flag_quarantine,"{""q_code"": ""Q15B""}",auto-derived per v5.1 label rules,HIGH,draft
ec860b63771a,F25,QUARANTINE,Q16,QUARANTINE_ANALYTE_ROLE_MISSING_Q16,parse_source -> flag_quarantine,"{""q_code"": ""Q16""}",auto-derived per v5.1 label rules,HIGH,draft
2f8ec3002131,F22,REPAIR,,REPAIR_F22_DDIVP,parse_source -> assign_cmt_ddi_victim_perpetrator -> assign_evid -> sort_records -> export_nonmem_ready,"{""cmt_analyte_policy"": ""ddi_dual_cmt"", ""dual_cmt_policy"": ""victim_low_perp_high""}",auto-derived per v5.1 label rules,HIGH,draft
